"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"04/11/2022","AQS","110010043","1","0.043","ppm","40","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/12/2022","AQS","110010043","1","0.046","ppm","43","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/13/2022","AQS","110010043","1","0.051","ppm","47","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/14/2022","AQS","110010043","1","0.044","ppm","41","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/15/2022","AQS","110010043","1","0.053","ppm","49","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/16/2022","AQS","110010043","1","0.053","ppm","49","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/17/2022","AQS","110010043","1","0.041","ppm","38","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/18/2022","AQS","110010043","1","0.027","ppm","25","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/19/2022","AQS","110010043","1","0.037","ppm","34","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/20/2022","AQS","110010043","1","0.045","ppm","42","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/21/2022","AQS","110010043","1","0.045","ppm","42","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/22/2022","AQS","110010043","1","0.055","ppm","51","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/23/2022","AQS","110010043","1","0.057","ppm","58","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/24/2022","AQS","110010043","1","0.06","ppm","67","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/25/2022","AQS","110010043","1","0.044","ppm","41","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/26/2022","AQS","110010043","1","0.037","ppm","34","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/27/2022","AQS","110010043","1","0.042","ppm","39","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/28/2022","AQS","110010043","1","0.045","ppm","42","MCMILLAN  NCore-PAMS","13","76.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/29/2022","AQS","110010043","1","0.053","ppm","49","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/30/2022","AQS","110010043","1","0.053","ppm","49","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/01/2022","AQS","110010043","1","0.044","ppm","41","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/02/2022","AQS","110010043","1","0.058","ppm","61","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/04/2022","AQS","110010043","1","0.036","ppm","33","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/05/2022","AQS","110010043","1","0.034","ppm","31","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/06/2022","AQS","110010043","1","0.045","ppm","42","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/07/2022","AQS","110010043","1","0.044","ppm","41","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/08/2022","AQS","110010043","1","0.047","ppm","44","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/09/2022","AQS","110010043","1","0.057","ppm","58","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/10/2022","AQS","110010043","1","0.06","ppm","67","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/11/2022","AQS","110010043","1","0.052","ppm","48","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/12/2022","AQS","110010043","1","0.035","ppm","32","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/13/2022","AQS","110010043","1","0.022","ppm","20","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/14/2022","AQS","110010043","1","0.022","ppm","20","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/15/2022","AQS","110010043","1","0.043","ppm","40","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/16/2022","AQS","110010043","1","0.047","ppm","44","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/17/2022","AQS","110010043","1","0.06","ppm","67","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/18/2022","AQS","110010043","1","0.047","ppm","44","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/19/2022","AQS","110010043","1","0.053","ppm","49","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/20/2022","AQS","110010043","1","0.061","ppm","71","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/21/2022","AQS","110010043","1","0.062","ppm","74","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/22/2022","AQS","110010043","1","0.048","ppm","44","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/23/2022","AQS","110010043","1","0.041","ppm","38","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/24/2022","AQS","110010043","1","0.032","ppm","30","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/25/2022","AQS","110010043","1","0.036","ppm","33","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/26/2022","AQS","110010043","1","0.028","ppm","26","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/27/2022","AQS","110010043","1","0.034","ppm","31","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/28/2022","AQS","110010043","1","0.04","ppm","37","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/29/2022","AQS","110010043","1","0.055","ppm","51","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/30/2022","AQS","110010043","1","0.056","ppm","54","MCMILLAN  NCore-PAMS","17","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/31/2022","AirNow","110010043","1","0.057","ppm","58","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/01/2022","AirNow","110010043","1","0.055","ppm","51","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/02/2022","AirNow","110010043","1","0.054","ppm","50","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/03/2022","AirNow","110010043","1","0.051","ppm","47","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/04/2022","AirNow","110010043","1","0.065","ppm","84","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/05/2022","AirNow","110010043","1","0.056","ppm","54","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/06/2022","AirNow","110010043","1","0.056","ppm","54","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/07/2022","AirNow","110010043","1","0.048","ppm","44","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/08/2022","AirNow","110010043","1","0.063","ppm","77","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/09/2022","AirNow","110010043","1","0.055","ppm","51","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/10/2022","AirNow","110010043","1","0.053","ppm","49","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/11/2022","AirNow","110010043","1","0.037","ppm","34","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/12/2022","AirNow","110010043","1","0.047","ppm","44","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/13/2022","AirNow","110010043","1","0.055","ppm","51","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/14/2022","AirNow","110010043","1","0.047","ppm","44","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/15/2022","AirNow","110010043","1","0.077","ppm","122","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/16/2022","AirNow","110010043","1","0.043","ppm","40","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/17/2022","AirNow","110010043","1","0.061","ppm","71","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/18/2022","AirNow","110010043","1","0.044","ppm","41","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/19/2022","AirNow","110010043","1","0.044","ppm","41","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/20/2022","AirNow","110010043","1","0.056","ppm","54","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/21/2022","AirNow","110010043","1","0.062","ppm","74","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/22/2022","AirNow","110010043","1","0.072","ppm","105","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/23/2022","AirNow","110010043","1","0.045","ppm","42","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/24/2022","AirNow","110010043","1","0.066","ppm","87","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/25/2022","AirNow","110010043","1","0.054","ppm","50","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/26/2022","AirNow","110010043","1","0.047","ppm","44","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/27/2022","AirNow","110010043","1","0.045","ppm","42","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/28/2022","AirNow","110010043","1","0.053","ppm","49","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/29/2022","AirNow","110010043","1","0.059","ppm","64","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/30/2022","AirNow","110010043","1","0.075","ppm","115","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/01/2022","AirNow","110010043","1","0.054","ppm","50","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/02/2022","AirNow","110010043","1","0.044","ppm","41","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/03/2022","AirNow","110010043","1","0.054","ppm","50","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/04/2022","AirNow","110010043","1","0.06","ppm","67","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/05/2022","AirNow","110010043","1","0.042","ppm","39","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/06/2022","AirNow","110010043","1","0.053","ppm","49","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/07/2022","AirNow","110010043","1","0.058","ppm","61","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/08/2022","AirNow","110010043","1","0.055","ppm","51","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/09/2022","AirNow","110010043","1","0.043","ppm","40","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/10/2022","AirNow","110010043","1","0.049","ppm","45","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/11/2022","AirNow","110010043","1","0.065","ppm","84","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/12/2022","AirNow","110010043","1","0.049","ppm","45","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/13/2022","AirNow","110010043","1","0.062","ppm","74","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/14/2022","AirNow","110010043","1","0.057","ppm","58","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/15/2022","AirNow","110010043","1","0.065","ppm","84","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/16/2022","AirNow","110010043","1","0.054","ppm","50","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/17/2022","AirNow","110010043","1","0.043","ppm","40","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/18/2022","AirNow","110010043","1","0.038","ppm","35","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/19/2022","AirNow","110010043","1","0.056","ppm","54","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/20/2022","AirNow","110010043","1","0.063","ppm","77","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/21/2022","AirNow","110010043","1","0.053","ppm","49","MCMILLAN  NCore-PAMS","24","100.0000","44201","Ozone","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
