"Date","PM10 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"06/30/2014","18","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/01/2014","21","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/02/2014","33","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/03/2014","23","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/04/2014","22","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/05/2014","8","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/06/2014","16","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/07/2014","20","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/08/2014","20","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/09/2014","11","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/10/2014","15","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/11/2014","14","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/12/2014","13","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/13/2014","14","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/16/2014","10","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/17/2014","12","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/18/2014","16","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/19/2014","15","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/20/2014","10","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/21/2014","10","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/22/2014","12","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/23/2014","18","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/24/2014","7","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/25/2014","12","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/26/2014","14","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/27/2014","8","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/28/2014","13","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/29/2014","9","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/30/2014","15","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"07/31/2014","20","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/01/2014","19","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/02/2014","9","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/03/2014","2","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/04/2014","11","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/05/2014","30","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/06/2014","19","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/07/2014","18","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/08/2014","20","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/09/2014","23","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/10/2014","17","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/11/2014","15","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/12/2014","6","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/13/2014","9","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/14/2014","13","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/15/2014","11","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/16/2014","14","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/17/2014","14","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/18/2014","13","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/19/2014","13","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/20/2014","18","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/21/2014","17","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/22/2014","14","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/23/2014","7","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/24/2014","9","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/25/2014","15","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/26/2014","19","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/27/2014","23","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/28/2014","15","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/29/2014","13","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/30/2014","15","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"08/31/2014","12","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/01/2014","6","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/02/2014","20","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/03/2014","14","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/04/2014","16","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/06/2014","11","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/07/2014","6","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/08/2014","13","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/09/2014","22","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/10/2014","16","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/11/2014","12","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/12/2014","7","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/13/2014","12","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/14/2014","7","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/15/2014","14","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/16/2014","11","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/17/2014","15","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/18/2014","23","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/19/2014","23","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/20/2014","19","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/21/2014","14","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/22/2014","9","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/23/2014","11","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/24/2014","24","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/25/2014","4","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/26/2014","14","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/27/2014","15","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/28/2014","15","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/29/2014","18","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"09/30/2014","11","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/01/2014","13","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/02/2014","17","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/03/2014","13","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/04/2014","11","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/05/2014","10","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/06/2014","17","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/07/2014","15","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/08/2014","11","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/09/2014","17","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/10/2014","14","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/11/2014","9","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/12/2014","13","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/13/2014","19","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/14/2014","14","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/15/2014","9","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/16/2014","12","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/17/2014","9","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/18/2014","8","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/19/2014","5","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/20/2014","19","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/21/2014","10","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/22/2014","6","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/23/2014","7","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/24/2014","10","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/25/2014","15","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/26/2014","12","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/27/2014","18","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/28/2014","25","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/29/2014","15","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/30/2014","12","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"10/31/2014","14","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/01/2014","9","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/02/2014","6","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/03/2014","10","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/04/2014","28","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/05/2014","24","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/06/2014","19","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/07/2014","5","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/08/2014","10","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/09/2014","16","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/10/2014","27","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/11/2014","19","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/12/2014","11","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/13/2014","14","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/14/2014","12","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/15/2014","14","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/16/2014","18","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/17/2014","11","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/18/2014","11","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/19/2014","10","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/20/2014","17","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/21/2014","16","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/22/2014","24","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/23/2014","21","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/24/2014","11","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/25/2014","10","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/26/2014","8","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/27/2014","11","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/28/2014","8","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/29/2014","15","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"11/30/2014","15","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/01/2014","15","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/02/2014","7","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/03/2014","10","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/04/2014","17","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/05/2014","19","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/06/2014","17","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/07/2014","7","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/08/2014","16","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/09/2014","6","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/10/2014","7","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/11/2014","8","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/12/2014","15","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/13/2014","22","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/14/2014","9","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/15/2014","15","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/16/2014","25","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/17/2014","6","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/18/2014","7","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/19/2014","9","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/20/2014","14","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/21/2014","23","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/22/2014","25","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/23/2014","23","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/24/2014","6","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/25/2014","1","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/26/2014","7","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/27/2014","18","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/28/2014","10","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/29/2014","6","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/30/2014","10","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/31/2014","15","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
