Date, AQI Value,PBLH (m),CO (ppm),O3 (ppm),PM 2.5 (ug/m3),PM 10 (ug/m3),SO2 (ppb),NO2 (ppb)
06/29/2018,77,2020.4897,6,77,57,14,0.9,31
06/30/2018,122,1650.8372,9,122,63,19,1.4,33
07/01/2018,97,1401.8811,7,97,65,20,0.8,18
07/02/2018,80,1776.7108,6,80,70,24,1.9,22
07/03/2018,119,1546.6628,6,119,84,26,0.9,24
07/04/2018,84,1443.884,5,46,32,37,3.6,12
07/05/2018,32,1564.8055,5,30,38,14,0.7,13
07/06/2018,43,1098.7219,5,43,26,13,0.6,20
07/07/2018,67,1601.5862,3,67,38,16,1.1,15
07/08/2018,67,1485.6168,5,67,40,13,1,22
07/09/2018,164,1612.5709,7,164,47,19,1.1,36
07/10/2018,105,2075.8184,5,105,51,22,1.4,31
07/11/2018,77,2413.8672,3,77,47,20,0.5,16
07/12/2018,71,2462.758,6,71,46,0,0.6,22
07/13/2018,48,2254.0942,6,48,35,33,1.8,28
07/14/2018,67,1847.7961,6,67,56,19,1.3,25
07/15/2018,64,787.9996,5,64,63,16,1.4,21
07/16/2018,101,2051.0576,7,101,54,23,1.2,25
07/17/2018,54,496.2303,5,48,31,19,1.1,19
07/18/2018,40,2540.641,3,40,36,14,0.8,21
07/19/2018,84,2122.8184,5,84,43,19,0.8,27
07/20/2018,84,2021.0299,6,84,22,19,1,33
07/21/2018,31,831.6682,5,31,18,6,1.1,14
07/22/2018,38,648.93536,3,38,42,6,1,10
07/23/2018,42,927.6941,5,34,28,14,0.6,16
07/24/2018,28,739.15375,3,26,45,9,0.2,17
07/25/2018,45,599.9094,5,37,52,12,-0.2,18
07/26/2018,52,1492.7748,6,51,53,14,0.8,27
07/27/2018,71,1752.8057,7,71,34,17,1.6,22
07/28/2018,47,1852.7932,7,47,38,14,1.3,31
07/29/2018,64,1683.3411,9,64,45,14,0.6,25
07/30/2018,45,859.1749,6,40,26,18,0.9,26
07/31/2018,33,820.14325,5,33,27,10,0.4,26
08/01/2018,39,1379.6866,5,39,26,11,0.9,18
08/02/2018,26,1178.9912,6,21,25,10,0.8,21
08/03/2018,25,646.4593,5,22,32,12,0.1,14
08/04/2018,45,1197.404,8,45,52,10,0.8,25
08/05/2018,52,1539.2346,10,50,58,18,0.7,21
08/06/2018,71,1577.1858,7,71,57,21,0,28
08/07/2018,61,1454.4635,6,61,45,20,2.4,25
08/08/2018,50,1081.2996,7,50,38,17,1.1,29
08/09/2018,50,1745.1523,5,50,52,12,1,27
08/10/2018,93,1768.2021,7,93,54,18,1.9,31
08/11/2018,54,1533.2921,8,48,54,18,1.2,28
08/12/2018,54,1074.7717,5,42,39,15,0.3,15
08/13/2018,48,1259.8456,5,48,33,13,0.4,17
08/14/2018,43,1636.2059,3,43,54,13,1.8,18
08/15/2018,54,1638.0518,7,51,61,21,1,30
08/16/2018,80,1674.4272,8,80,66,25,1.4,25
08/17/2018,66,1674.2021,6,48,36,31,0.5,22
08/18/2018,45,1250.5266,5,45,28,12,1.1,22
08/19/2018,34,1005.66736,5,34,30,9,0.6,8
08/20/2018,30,593.60675,5,28,24,15,1.6,17
08/21/2018,32,464.62683,5,32,48,9,0.8,19
08/22/2018,48,1241.3428,5,44,38,18,0.5,22
08/23/2018,38,2047.141,7,33,45,14,0.7,26
08/24/2018,47,1995.2789,10,47,42,16,0.3,35
08/25/2018,51,1664.6581,9,51,47,16,0.3,25
08/26/2018,51,1139.3292,8,51,72,21,1.3,21
08/27/2018,72,1081.7047,8,64,72,27,2.2,26
08/28/2018,77,1731.8717,7,77,62,26,0.8,25
08/29/2018,74,1907.2664,7,74,38,24,0.5,23
08/30/2018,48,1507.226,6,48,39,14,1.4,23
08/31/2018,51,826.3109,6,51,34,16,1.4,24
05/01/2019,44,516.7567,5,43,55,22,1.2,23
05/02/2019,55,2379.5332,6,41,54,21,1.5,22
05/03/2019,54,1120.433,6,31,74,21,1,24
05/04/2019,74,1049.73,6,34,36,21,1.1,14
05/05/2019,36,557.98425,6,27,17,8,1.2,11
05/06/2019,44,1550.9534,5,44,32,9,0.7,25
05/07/2019,45,1734.9137,5,45,44,16,1.3,22
05/08/2019,44,628.63983,6,38,28,19,0.8,24
05/09/2019,38,948.69867,5,38,25,17,1.3,24
05/10/2019,36,1361.259,6,36,29,13,0.7,18
05/11/2019,35,705.7876,6,35,9,16,1.1,15
05/12/2019,37,530.07275,5,37,13,3,0.8,9
05/13/2019,31,536.7544,6,31,15,6,1.1,21
05/14/2019,38,1848.5028,7,38,23,11,1.3,19
05/15/2019,46,2714.6616,6,46,59,16,0.8,38
05/16/2019,59,2557.8071,8,54,51,21,1.8,33
05/17/2019,51,1127.1621,6,51,64,20,1.3,25
05/18/2019,87,1196.0168,8,87,57,23,1.2,26
05/19/2019,57,1687.4309,5,51,46,22,0.4,12
05/20/2019,46,2613.725,5,46,20,20,1.7,15
05/21/2019,41,1486.8846,2,41,27,13,1.4,11
05/22/2019,43,1183.2222,5,43,50,16,1.5,22
05/23/2019,50,1612.1787,6,46,65,24,2.3,21
05/24/2019,65,1773.1559,6,54,39,19,1.3,28
05/25/2019,47,1226.8665,7,47,58,16,0.4,24
05/26/2019,58,2032.9845,6,48,52,16,0.6,19
05/27/2019,52,1702.8794,5,47,54,10,0.7,26
05/28/2019,54,2048.907,6,42,54,21,1,24
05/29/2019,54,2358.1611,7,44,34,25,1.1,23
05/30/2019,46,2290.8228,5,46,37,13,0.9,26
05/31/2019,58,2077.3872,6,58,49,15,1.8,26
06/01/2019,90,2224.0056,6,90,57,20,1.1,18
06/02/2019,61,2332.5244,6,61,22,21,0.8,18
06/03/2019,43,2279.7815,5,43,28,16,1.7,23
06/04/2019,49,1996.6853,6,49,58,15,1.3,21
06/05/2019,58,1599.2892,5,47,55,25,2.1,29
06/06/2019,67,1861.2976,5,67,47,18,1.3,29
06/07/2019,61,1216.6306,6,61,37,16,1.1,26
06/08/2019,64,1660.5619,6,64,26,16,1.5,19
06/09/2019,37,1136.5449,3,37,23,15,1.3,8
06/10/2019,26,601.72345,5,26,13,6,0.7,17
06/11/2019,41,2041.9883,6,41,30,10,0.7,28
06/12/2019,44,1835.6133,8,44,21,16,1.5,27
06/13/2019,39,1489.7754,5,39,18,6,1.6,22
06/14/2019,38,2362.7578,6,38,32,11,1.3,28
06/15/2019,50,1821.8234,7,50,52,0,1.5,26
06/16/2019,52,1993.7472,6,47,46,20,1,18
06/17/2019,61,2274.853,6,61,38,0,1.2,19
06/18/2019,38,904.34344,5,37,36,0,1,19
06/19/2019,43,1260.512,6,43,36,12,0.6,16
06/20/2019,44,2265.6597,5,44,17,12,0.5,19
06/21/2019,43,2347.9253,5,43,18,10,0.5,13
06/22/2019,40,2553.9688,6,40,32,10,1.5,25
06/23/2019,44,2191.5923,10,44,45,10,1,22
06/24/2019,51,1796.5656,6,51,34,15,2.1,23
06/25/2019,49,2402.8955,6,49,34,12,1.5,15
06/26/2019,87,2492.9329,5,87,43,13,1.5,29
06/27/2019,108,2527.147,7,108,54,18,1,29
06/28/2019,100,2443.8389,8,100,44,17,1.5,27
06/29/2019,67,2727.2192,9,67,27,14,1,25
06/30/2019,45,2858.3894,3,45,23,10,0.6,8
07/01/2019,49,2170.9785,5,49,48,12,1.7,23
07/02/2019,84,2328.8281,6,84,38,21,1.3,26
07/03/2019,71,1854.8054,6,71,157,14,0.9,23
07/04/2019,157,498.65442,7,51,62,46,1.5,25
07/05/2019,62,1356.5676,7,58,55,19,0.8,16
07/06/2019,55,1710.5563,7,46,32,15,1,14
07/07/2019,47,938.93677,5,47,40,10,1.1,15
07/08/2019,40,914.43713,5,32,49,11,0.5,17
07/09/2019,80,1474.7059,8,80,46,16,1.8,25
07/10/2019,50,1423.1003,6,50,39,15,0.9,23
07/11/2019,39,1110.908,5,39,33,12,0.8,20
07/12/2019,61,1715.4373,5,61,51,12,1.1,15
07/13/2019,87,1696.9559,7,87,48,14,1.8,25
07/14/2019,64,2407.729,9,64,43,18,0.8,26
07/15/2019,71,2260.447,5,71,56,19,2.5,19
07/16/2019,101,2336.1733,6,101,56,24,2,26
07/17/2019,56,2475.3994,6,45,53,29,1.3,20
07/18/2019,53,1502.191,6,41,50,15,0,24
07/19/2019,50,2054.2144,7,48,55,17,1.8,22
07/20/2019,55,2538.615,8,47,54,21,0,20
07/21/2019,54,2224.1953,6,44,31,19,0,15
07/22/2019,50,2318.2605,6,50,25,14,0,23
07/23/2019,31,741.18646,3,31,35,11,0.9,9
07/24/2019,43,1882.8118,6,43,39,12,1.8,24
07/25/2019,47,2236.99,9,47,60,16,2.5,31
07/26/2019,74,2432.4658,11,74,52,20,1.6,29
07/27/2019,80,2374.6523,7,80,50,21,3.1,28
07/28/2019,77,2406.4023,6,77,56,18,2,22
07/29/2019,87,2392.3281,6,87,56,22,2.1,22
07/30/2019,105,3116.4175,6,105,37,24,2.9,24
07/31/2019,51,1278.4247,6,51,40,16,3,26
08/01/2019,93,2177.6602,6,93,33,20,2.3,24
08/02/2019,71,1674.9204,6,71,40,13,0.8,21
08/03/2019,77,1797.229,6,77,40,14,1.9,16
08/04/2019,71,2352.8064,5,71,55,15,0.7,23
08/05/2019,87,1803.2473,6,87,49,21,3.6,25
08/06/2019,119,2274.237,6,119,53,19,3.6,27
08/07/2019,54,2572.4026,6,54,38,17,2.6,23
08/08/2019,58,2610.7395,6,58,35,15,1.6,25
08/09/2019,50,2682.817,3,50,28,13,1.2,19
08/10/2019,47,2573.54,3,47,24,16,1.3,26
08/11/2019,40,2353.4697,6,40,51,12,1.7,25
08/12/2019,80,2159.321,8,80,57,24,1.5,25
08/13/2019,57,633.8999,6,47,53,22,1.2,19
08/14/2019,53,1171.612,6,51,56,21,1.8,19
08/15/2019,56,853.9226,3,48,45,21,1.9,25
08/16/2019,47,1292.878,7,47,46,22,1.8,21
08/17/2019,58,1585.0728,8,58,45,16,1.7,20
08/18/2019,47,1817.4636,8,47,43,16,0,17
08/19/2019,71,2268.598,6,71,35,17,0,21
08/20/2019,84,1712.4991,5,84,33,17,0,20
08/21/2019,42,1847.9816,6,42,43,15,0,22
08/22/2019,80,1940.72,7,80,34,16,0.9,22
08/23/2019,34,635.65326,5,25,28,12,0.9,13
08/24/2019,34,2214.291,6,34,26,11,1.2,18
08/25/2019,33,1668.9021,6,33,26,13,1,14
08/26/2019,30,1168.6266,5,30,36,20,0.9,17
08/27/2019,36,596.22644,6,35,28,22,1.7,22
08/28/2019,33,959.59796,5,33,30,16,1.1,20
08/29/2019,47,2007.0632,7,47,41,19,1.2,30
08/30/2019,77,2174.343,9,77,45,23,2.6,28
08/31/2019,90,1970.6692,7,90,35,21,1.5,25
05/01/2020,36,1727.9636,3,36,19,8,0.6,19
05/02/2020,45,1659.9753,5,45,37,9,0.3,13
05/03/2020,41,1091.7184,6,41,15,14,0.3,13
05/04/2020,43,2391.1687,5,43,18,19,1.8,8
05/05/2020,34,1066.6512,5,34,17,11,1.2,17
05/06/2020,34,1447.4161,3,34,17,8,1.2,19
05/07/2020,48,2890.8748,6,48,23,13,1.2,31
05/08/2020,44,2069.3884,7,44,13,17,1.5,31
05/09/2020,36,2458.236,3,36,20,0,0.5,20
05/10/2020,44,1911.6189,5,44,14,0,1.1,21
05/11/2020,34,2045.4978,5,34,14,0,1.2,25
05/12/2020,43,2378.0725,3,43,36,12,1.1,28
05/13/2020,51,2767.5342,7,51,49,18,1.2,30
05/14/2020,49,1005.2623,6,43,46,23,1.5,25
05/15/2020,48,1885.3239,8,48,31,25,1.1,16
05/16/2020,48,1860.3591,9,48,24,14,1.4,19
05/17/2020,37,957.12317,9,37,28,12,1.2,9
05/18/2020,38,903.7659,8,38,29,19,1.4,16
05/19/2020,42,1679.2106,7,42,28,26,1.5,23
05/20/2020,36,1314.0999,7,36,38,20,1.9,16
05/21/2020,38,1064.9631,8,37,41,31,1.1,15
05/22/2020,41,456.49634,8,31,40,0,0.8,14
05/23/2020,42,1672.6112,9,42,30,0,1,25
05/24/2020,30,712.79517,10,29,28,10,1.6,10
05/25/2020,39,1010.73615,10,39,36,12,0.7,20
05/26/2020,36,1100.4663,11,34,25,13,2.1,18
05/27/2020,30,1024.0371,8,30,27,9,1.5,11
05/28/2020,27,675.70605,8,20,45,10,1.9,6
05/29/2020,45,1152.4934,8,36,28,15,1.7,7
05/30/2020,48,2679.3386,7,48,34,12,1.4,11
05/31/2020,40,2743.6948,6,40,30,11,1.9,6
06/01/2020,44,2711.2097,8,44,36,0,1.3,18
06/02/2020,44,1083.6868,9,44,91,0,1.7,24
06/03/2020,91,2281.9478,10,74,56,0,1.1,29
06/04/2020,74,2343.5413,9,74,35,0,1.2,30
06/05/2020,40,1782.1904,8,40,40,0,0.9,17
06/06/2020,54,2118.8577,9,54,28,0,0.8,19
06/07/2020,44,2412.0923,9,44,34,0,0.9,25
06/08/2020,50,1840.6635,11,50,59,0,0.6,23
06/09/2020,67,1838.9752,9,67,53,0,2,27
06/10/2020,53,1510.084,9,34,35,0,1.7,12
06/11/2020,42,1595.9263,7,42,24,0,2.1,16
06/12/2020,61,3038.0034,6,61,19,0,1.2,11
06/13/2020,44,2484.224,7,44,24,0,1.7,19
06/14/2020,46,1906.145,8,46,42,0,1.6,19
06/15/2020,44,1887.4214,8,44,30,0,1.2,14
06/16/2020,44,1631.941,7,44,25,18,2.6,15
06/17/2020,25,986.33405,7,23,27,9,1.1,14
06/18/2020,35,1309.3422,5,35,40,11,1.7,23
06/19/2020,40,1528.0914,5,34,33,12,3.9,19
06/20/2020,33,633.44995,6,31,33,11,1.9,14
06/21/2020,38,1310.2119,6,38,40,9,0.5,10
06/22/2020,44,1423.0652,5,44,45,14,2,17
06/23/2020,45,1451.1506,5,45,25,16,1.3,19
06/24/2020,51,2699.29,5,51,38,11,1.1,18
06/25/2020,50,1961.1904,6,50,33,16,1.8,26
06/26/2020,64,2320.162,5,64,53,15,1.4,20
06/27/2020,53,1821.7352,7,45,43,19,2.1,20
06/28/2020,43,1432.5804,8,38,43,14,2.4,15
06/29/2020,43,2367.9434,6,40,39,14,0.7,27
06/30/2020,46,2323.8457,8,46,41,19,1.3,24
07/01/2020,51,1563.6459,6,51,46,20,1.2,23
07/02/2020,46,1966.5107,7,44,55,15,1.2,25
07/03/2020,55,2355.0005,6,48,166,21,1,23
07/04/2020,166,1949.4242,8,45,66,38,4.4,29
07/05/2020,66,1439.2821,8,45,55,22,2.4,13
07/06/2020,55,2045.6514,5,48,53,20,0,16
07/07/2020,53,1208.7155,5,50,52,16,0,18
07/08/2020,52,1639.8705,5,42,36,17,3.2,16
07/09/2020,36,1531.8259,5,33,22,14,1.5,17
07/10/2020,31,1433.9617,5,31,26,10,1.7,18
07/11/2020,44,2352.8518,5,44,29,8,1,12
07/12/2020,46,2094.0464,3,46,36,11,2.1,22
07/13/2020,44,2198.6633,3,44,28,13,2.1,19
07/14/2020,44,2546.4316,5,44,43,12,1.1,27
07/15/2020,77,2215.4429,6,77,41,15,0.7,21
07/16/2020,41,1549.066,5,41,49,19,0.7,17
07/17/2020,54,2278.0085,6,54,46,14,1,19
07/18/2020,87,2760.8325,7,87,54,13,4.2,18
07/19/2020,61,2558.607,6,61,46,16,1.7,22
07/20/2020,49,2462.4822,6,49,40,15,1.5,20
07/21/2020,100,2337.8628,5,100,46,16,1.8,22
07/22/2020,50,1709.24,5,50,33,10,1.6,15
07/23/2020,67,1668.7233,5,67,30,11,1.4,23
07/24/2020,43,684.40283,3,43,38,6,1.2,18
07/25/2020,64,1231.3782,5,64,50,12,0.7,13
07/26/2020,51,2504.4314,6,51,54,15,1.1,20
07/27/2020,54,2427.0813,7,50,33,18,1.5,21
07/28/2020,42,1749.9102,5,42,31,11,2.4,18
07/29/2020,84,2257.392,5,84,40,13,2,33
07/30/2020,77,2177.791,6,77,29,16,1.1,17
07/31/2020,38,411.42664,7,38,38,6,0.4,14
08/01/2020,46,900.3384,7,46,48,13,0.8,11
08/02/2020,48,1972.8031,7,34,24,20,0.4,8
08/03/2020,48,1484.71,6,48,21,10,0.4,15
08/04/2020,31,1480.5662,5,31,38,6,1.4,18
08/05/2020,51,1710.3655,6,51,40,12,1.2,19
08/06/2020,47,1085.8353,7,47,25,10,1.1,23
08/07/2020,40,1066.1396,5,40,27,6,0.6,18
08/08/2020,47,1060.6147,6,47,38,10,1.2,20
08/09/2020,43,1264.6818,8,43,53,12,1.8,16
08/10/2020,58,1729.9587,6,58,56,15,2.2,33
08/11/2020,56,1480.1569,6,45,43,19,2.4,23
08/12/2020,50,1404.6486,6,50,33,14,1,25
08/13/2020,41,451.73877,5,41,40,9,2.3,20
08/14/2020,40,1039.947,3,40,52,14,0.8,12
08/15/2020,52,702.46136,5,34,27,20,1.1,15
08/16/2020,31,603.9321,6,31,38,8,0.8,16
08/17/2020,41,1306.0681,8,41,36,10,1.1,21
08/18/2020,46,1939.3973,6,46,33,16,0.9,25
08/19/2020,43,1283.303,8,43,37,13,1.8,21
08/20/2020,49,1173.8772,6,49,41,17,1.3,24
08/21/2020,44,1091.8718,6,44,33,15,2.5,22
08/22/2020,36,641.22595,6,36,26,9,1.8,20
08/23/2020,43,1008.741,6,43,38,9,0.8,15
08/24/2020,44,1117.3483,5,44,49,11,1.9,18
08/25/2020,49,2043.3492,5,46,32,19,1.4,18
08/26/2020,40,2115.6348,5,40,37,18,1.2,10
08/27/2020,37,2077.983,5,36,46,16,0.7,15
08/28/2020,46,1518.0646,3,33,27,19,1,15
08/29/2020,31,893.0229,3,31,22,6,0.5,9
08/30/2020,37,1984.0577,6,37,32,12,0.4,24
08/31/2020,32,728.654,8,26,30,12,0.6,23
05/01/2021,45,2157.6318,5,45,37,18,1.1,24
05/02/2021,58,1776.7605,6,58,46,20,1.3,20
05/03/2021,46,1146.9631,5,41,33,23,1,25
05/04/2021,41,1575.7124,6,41,33,23,1,22
05/05/2021,39,1634.6918,5,39,25,24,1.1,19
05/06/2021,38,2054.198,7,38,33,14,1.4,33
05/07/2021,38,1949.248,9,38,19,17,1.6,26
05/08/2021,41,2434.4824,5,41,28,16,0.9,25
05/09/2021,40,1455.6509,6,40,18,19,1.1,27
05/10/2021,44,1662.812,3,44,28,16,1.2,22
05/11/2021,47,2490.1853,5,47,21,16,1.1,33
05/12/2021,36,2197.9785,6,36,33,15,0,36
05/13/2021,44,2683.4575,8,44,44,18,0,40
05/14/2021,45,2551.7566,8,45,40,20,1.4,41
05/15/2021,67,3215.8853,9,67,34,18,1.5,39
05/16/2021,46,2131.0767,6,46,45,19,1.8,23
05/17/2021,49,2084.8613,5,49,47,27,1.5,27
05/18/2021,80,2526.277,7,80,52,24,1.6,36
05/19/2021,101,2508.2312,8,101,52,25,1.6,48
05/20/2021,140,2372.618,9,140,41,28,2.2,44
05/21/2021,84,1409.3868,5,84,52,28,3.2,30
05/22/2021,80,2479.035,6,80,52,29,2.4,31
05/23/2021,61,2330.2173,2,61,30,30,2.1,6
05/24/2021,30,708.3839,5,27,43,24,1.9,15
05/25/2021,43,1197.7263,5,38,58,29,1.4,25
05/26/2021,74,2807.2847,5,74,40,32,0.7,23
05/27/2021,49,2592.0054,6,49,42,19,0.3,39
05/28/2021,42,944.9369,7,41,8,22,0.3,24
05/29/2021,29,680.06793,2,29,14,8,1.7,10
05/30/2021,24,783.99084,2,24,33,11,1.7,7
05/31/2021,41,1795.4421,8,41,35,18,2,34
06/01/2021,41,1725.068,10,41,45,19,1.3,28
06/02/2021,45,1547.152,5,45,33,16,1.5,29
06/03/2021,33,1389.5315,3,32,32,15,1.4,20
06/04/2021,46,1775.1466,5,46,52,15,1.6,25
06/05/2021,105,2222.0886,7,105,58,27,1.7,26
06/06/2021,77,2180.666,7,77,54,21,1.5,24
06/07/2021,54,1511.109,6,37,51,19,1.8,16
06/08/2021,51,1171.8068,6,49,59,19,1.6,14
06/09/2021,59,943.6654,6,45,42,18,1.5,19
06/10/2021,48,1276.3165,5,48,28,15,1.5,19
06/11/2021,28,499.80444,5,26,37,8,1.3,22
06/12/2021,44,801.1076,6,44,32,18,1.5,16
06/13/2021,35,991.4944,6,35,42,15,1.6,11
06/14/2021,54,1727.6599,5,54,34,17,1.7,20
06/15/2021,40,1688.047,3,40,25,14,1.7,11
06/16/2021,48,2327.0386,2,48,28,17,1.7,18
06/17/2021,54,2014.4384,7,54,44,16,2.3,41
06/18/2021,77,2047.5469,9,77,60,21,1.8,34
06/19/2021,60,1320.4288,7,47,58,22,1.7,32
06/20/2021,58,1625.6443,9,46,45,20,1.7,24
06/21/2021,45,2110.9277,3,35,29,17,1.3,17
06/22/2021,29,1491.2537,5,27,26,12,1.3,23
06/23/2021,44,2447.589,6,44,40,13,1.3,31
06/24/2021,48,1898.6315,7,48,27,19,1.3,30
06/25/2021,44,1306.8821,5,44,35,20,1.2,22
06/26/2021,35,1495.704,3,24,43,11,1.5,10
06/27/2021,43,1600.605,5,21,43,19,3.1,8
06/28/2021,43,1651.8085,5,34,43,19,2.7,12
06/29/2021,43,1941.9124,5,39,40,18,1.4,13
06/30/2021,45,2453.6533,3,45,30,18,1.6,21
07/01/2021,41,1065.4875,5,41,32,11,1.5,17
07/02/2021,36,1782.629,5,36,23,11,1.5,23
07/03/2021,34,1707.6089,3,34,153,6,6.5,17
07/04/2021,153,1668.485,7,45,119,47,2.5,25
07/05/2021,119,1913.4008,9,45,67,48,1.6,26
07/06/2021,67,1889.3884,6,61,73,23,1.5,22
07/07/2021,73,2055.9097,6,58,57,27,1.7,21
07/08/2021,57,1037.6606,6,31,35,17,1.4,21
07/09/2021,40,1501.2302,6,40,35,10,1.5,19
07/10/2021,38,1807.1793,6,38,52,9,1.3,21
07/11/2021,52,1714.5535,7,40,51,14,1.3,12
07/12/2021,51,1446.848,5,38,49,15,1.4,12
07/13/2021,49,2037.6193,5,39,40,17,1.3,13
07/14/2021,48,2387.1914,3,48,61,14,1.7,18
07/15/2021,77,1944.162,6,77,54,12,1.7,18
07/16/2021,67,2109.5095,6,67,57,17,1.7,26
07/17/2021,57,2071.6082,6,45,38,18,1.3,20
07/18/2021,40,1924.7957,3,40,71,9,1.5,19
07/19/2021,71,1958.051,6,45,88,27,1.7,20
07/20/2021,88,2071.657,6,71,91,35,1.7,24
07/21/2021,91,1923.9153,6,67,69,33,1.4,25
07/22/2021,69,2481.6758,7,38,48,14,1.7,31
07/23/2021,48,2523.9297,8,42,53,15,1.5,29
07/24/2021,53,1725.068,8,50,63,22,1.5,25
07/25/2021,63,1904.5001,6,44,58,20,1.6,14
07/26/2021,87,2301.119,5,87,61,17,2,26
07/27/2021,101,2343.0303,7,101,63,22,1.9,35
07/28/2021,112,2432.5264,9,112,69,24,1.6,35
07/29/2021,69,2263.022,6,61,59,22,1.6,27
07/30/2021,59,2423.1367,6,58,37,18,1.6,20
07/31/2021,45,2287.3765,6,45,62,16,1.4,15
08/01/2021,62,719.4364,6,44,56,15,1.9,10
08/02/2021,56,2160.5662,6,43,51,19,1.5,29
08/03/2021,51,1611.1685,8,44,47,18,1.6,29
08/04/2021,51,1903.8154,7,51,54,17,1.5,34
08/05/2021,90,2339.754,8,90,54,21,1.8,32
08/06/2021,77,1837.1091,6,77,45,22,1.6,27
08/07/2021,45,685.4475,6,41,38,12,1.4,21
08/08/2021,67,2101.1956,5,67,55,10,1.5,14
08/09/2021,55,1498.785,5,49,63,17,0.3,17
08/10/2021,63,1867.2346,5,50,47,20,0.3,20
08/11/2021,47,1942.597,6,44,47,14,0.5,24
08/12/2021,49,1994.9741,5,49,46,14,0.5,19
08/13/2021,49,2109.1182,5,49,44,13,0.5,20
08/14/2021,44,1637.8706,5,44,35,10,0,18
08/15/2021,47,1080.5013,6,47,44,14,0,21
08/16/2021,44,591.30554,6,31,35,12,0,27
08/17/2021,35,829.76587,5,24,32,11,0.3,18
08/18/2021,32,1093.9012,5,20,28,11,0.1,10
08/19/2021,35,1371.9257,5,35,27,6,0.2,17
08/20/2021,38,697.4781,6,38,36,5,0.5,23
08/21/2021,45,1236.5569,8,45,42,9,0.4,24
08/22/2021,42,772.44934,8,40,56,11,0.7,24
08/23/2021,56,1495.7529,6,46,57,17,0.9,26
08/24/2021,74,1436.529,8,74,64,19,0.6,35
08/25/2021,122,1499.7631,10,122,57,25,2.2,32
08/26/2021,67,1222.3256,9,67,55,22,0.7,35
08/27/2021,55,1613.9071,11,45,54,20,0.8,24
08/28/2021,58,1082.9465,6,58,53,16,1.2,13
08/29/2021,53,792.9405,7,47,46,15,0.3,18
08/30/2021,46,1405.2299,7,44,48,14,0.5,22
08/31/2021,48,751.17566,8,46,40,16,0.6,23
05/01/2022,43,,6,41,52,0,1.1,22
05/02/2022,61,,6,61,55,0,1.3,42
05/03/2022,55,,6,35,43,0,1.2,39
05/04/2022,43,,6,33,28,0,1.1,23
05/05/2022,31,,6,31,28,0,1.2,19
05/06/2022,42,,6,42,8,0,1.4,18
05/07/2022,42,,3,42,26,0,1.2,14
05/08/2022,44,,8,44,35,0,1.1,31
05/09/2022,58,,9,58,28,0,1,42
05/10/2022,67,,9,67,44,0,1.1,37
05/11/2022,48,,6,48,34,0,1.3,39
05/12/2022,34,,6,32,28,0,1.4,32
05/13/2022,28,,6,20,24,0,1.4,17
05/14/2022,24,,6,20,28,0,1.7,12
05/15/2022,40,,6,40,34,0,1.6,18
05/16/2022,44,,6,44,28,0,1.6,32
05/17/2022,67,,5,67,22,0,1.4,34
05/18/2022,44,,6,44,40,0,1.4,21
05/19/2022,49,,7,49,64,0,1.1,38
05/20/2022,71,,10,71,58,0,0.9,32
05/21/2022,74,,6,74,52,0,0.9,23
05/22/2022,52,,6,44,23,0,1,13
05/23/2022,38,,5,38,23,0,1.2,10
05/24/2022,30,,5,30,25,0,1.1,23
05/25/2022,33,,5,33,31,0,1.2,18
05/26/2022,31,,5,26,35,0,1.3,19
05/27/2022,35,,5,31,22,0,1.2,18
05/28/2022,37,,5,37,36,0,0,13
05/29/2022,51,,7,51,49,0,0,25
05/30/2022,54,,7,54,58,0,0,17
05/31/2022,58,,6,58,57,0,0,37